dex,name,animationTime/0,animationTime/1,animationTime/2,animationTime/3,animationTime/4,animationTime/5,animationTime/6,animationTime/7,height,modelHeight,kmBuddyDistance,weight,modelScale,id,maxCP,cinematicMoves/0/name,cinematicMoves/0/id,cinematicMoves/1/name,cinematicMoves/1/id,cinematicMoves/2/name,cinematicMoves/2/id,quickMoves/0/name,quickMoves/0/id,quickMoves/1/name,quickMoves/1/id,family/id,family/name,stats/baseAttack,stats/baseDefense,stats/baseStamina,types/0/id,types/0/name,types/1/id,types/1/name,encounter/attackProbability,encounter/attackTimer,encounter/baseFleeRate,encounter/baseCaptureRate,encounter/cameraDistance,encounter/collisionRadius,encounter/dodgeDistance,encounter/dodgeProbability,encounter/jumpTime,encounter/maxPokemonActionFrequency,encounter/minPokemonActionFrequency,encounter/movementType/name,encounter/movementType/id,encounter/gender/malePercent,encounter/gender/femalePercent,camera/cylinderRadius,camera/diskRadius,camera/shoulderModeScale,evolution/futureBranches/0/name,evolution/futureBranches/0/id,evolution/futureBranches/0/futureBranches/0/name,evolution/futureBranches/0/futureBranches/0/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/candyCost,evolution/futureBranches/0/costToEvolve/candyCost,buddySize/id,buddySize/name,evolution/pastBranch/name,evolution/pastBranch/id,evolution/costToEvolve/candyCost,evolution/pastBranch/pastBranch/name,evolution/pastBranch/pastBranch/id,evolution/pastBranch/costToEvolve/candyCost,camera/cylinderGround,encounter/movementType,evolution/futureBranches/0/futureBranches/1/name,evolution/futureBranches/0/futureBranches/1/id,evolution/futureBranches/0/futureBranches/1/costToEvolve/candyCost,evolution/futureBranches/0/futureBranches/1/costToEvolve/evolutionItem/id,evolution/futureBranches/0/futureBranches/1/costToEvolve/evolutionItem/name,evolution/futureBranches/1/name,evolution/futureBranches/1/id,evolution/futureBranches/1/costToEvolve/candyCost,evolution/futureBranches/1/costToEvolve/evolutionItem/id,evolution/futureBranches/1/costToEvolve/evolutionItem/name,evolution/futureBranches/0/costToEvolve/evolutionItem/id,evolution/futureBranches/0/costToEvolve/evolutionItem/name,cinematicMoves/3/name,cinematicMoves/3/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/evolutionItem/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/evolutionItem/name,evolution/futureBranches/2/name,evolution/futureBranches/2/id,evolution/futureBranches/2/costToEvolve/candyCost,evolution/futureBranches/3/name,evolution/futureBranches/3/id,evolution/futureBranches/3/costToEvolve/candyCost,evolution/futureBranches/4/name,evolution/futureBranches/4/id,evolution/futureBranches/4/costToEvolve/candyCost,rarity/id,rarity/name,cinematicMoves/4/name,cinematicMoves/4/id,cinematicMoves/5/name,cinematicMoves/5/id,cinematicMoves/6/name,cinematicMoves/6/id,cinematicMoves/7/name,cinematicMoves/7/id,evolution/costToEvolve/evolutionItem/id,evolution/costToEvolve/evolutionItem/name,evolution/futureBranches/1/futureBranches/0/name,evolution/futureBranches/1/futureBranches/0/id,evolution/futureBranches/1/futureBranches/0/costToEvolve/candyCost,evolution/futureBranches/0/costToEvolve/kmBuddyDistance,evolution/costToEvolve/kmBuddyDistance
30,Nidorina,1.6667,0.6667,1.7667,1.4667,0,2,1.3333,0,0.8,0.7,3,20,1.17,NIDORINA,1218,Poison Fang,POISON_FANG,Dig,DIG,Sludge Bomb,SLUDGE_BOMB,Bite Fast,BITE_FAST,Poison Sting Fast,POISON_STING_FAST,FAMILY_NIDORAN_FEMALE,Nidoran Female,117,126,140,POKEMON_TYPE_POISON,Poison,,,0.1,8,0.07,0.25,3.290625,0.2925,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0,1,0.4388,0.6581,0.5,Nidoqueen,NIDOQUEEN,,,,100,,,Nidoran Female,NIDORAN_FEMALE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Nidoqueen,1.8333,0.6667,1.6667,1.6667,0,2,1.6667,0,1.3,1.25,3,60,0.91,NIDOQUEEN,2338,Earthquake,EARTHQUAKE,Sludge Wave,SLUDGE_WAVE,Stone Edge,STONE_EDGE,Poison Jab Fast,POISON_JAB_FAST,Bite Fast,BITE_FAST,FAMILY_NIDORAN_FEMALE,Nidoran Female,180,174,180,POKEMON_TYPE_POISON,Poison,POKEMON_TYPE_GROUND,Ground,0.1,5,0.05,0.125,4.43625,0.455,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0,1,0.8,0.6143,0.5,,,,,,,BUDDY_BIG,Big,Nidorina,NIDORINA,100,Nidoran Female,NIDORAN_FEMALE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Nidoran Male,1.8333,0.6667,1.6667,1.6667,0,2,1.6667,0,0.5,0.5,3,9,1.26,NIDORAN_MALE,739,Horn Attack,HORN_ATTACK,Body Slam,BODY_SLAM,Sludge Bomb,SLUDGE_BOMB,Peck Fast,PECK_FAST,Poison Sting Fast,POISON_STING_FAST,FAMILY_NIDORAN_MALE,Nidoran Male,105,76,92,POKEMON_TYPE_POISON,Poison,,,0.1,10,0.15,0.5,3.54375,0.252,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,1,0,0.4725,0.7088,0.5,Nidorino,NIDORINO,Nidoking,NIDOKING,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Nidorino,1.8,0.6667,1.6667,1.7333,0,1.6667,1.6667,0,0.9,0.9,3,19.5,0.99,NIDORINO,1252,Horn Attack,HORN_ATTACK,Dig,DIG,Sludge Bomb,SLUDGE_BOMB,Poison Jab Fast,POISON_JAB_FAST,Poison Sting Fast,POISON_STING_FAST,FAMILY_NIDORAN_MALE,Nidoran Male,137,112,122,POKEMON_TYPE_POISON,Poison,,,0.1,8,0.07,0.25,3.7125,0.297,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,1,0,0.495,0.7425,0.5,Nidoking,NIDOKING,,,,100,,,Nidoran Male,NIDORAN_MALE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Nidoking,2,0.6667,2,1.5,0,2.1667,1.4,0,1.4,1.4,3,62,0.87,NIDOKING,2386,Earthquake,EARTHQUAKE,Sludge Wave,SLUDGE_WAVE,Megahorn,MEGAHORN,Poison Jab Fast,POISON_JAB_FAST,Iron Tail Fast,IRON_TAIL_FAST,FAMILY_NIDORAN_MALE,Nidoran Male,204,157,162,POKEMON_TYPE_POISON,Poison,POKEMON_TYPE_GROUND,Ground,0.1,5,0.05,0.125,4.89375,0.5481,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,1,0,1,0.8222,0.5,,,,,,,BUDDY_BIG,Big,Nidorino,NIDORINO,100,Nidoran Male,NIDORAN_MALE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Clefairy,2,0.6667,1.6667,1.8333,0,2,1.3333,1.666667,0.6,0.6,1,7.5,1.25,CLEFAIRY,1085,Disarming Voice,DISARMING_VOICE,Body Slam,BODY_SLAM,Moonblast,MOONBLAST,Pound Fast,POUND_FAST,Zen Headbutt Fast,ZEN_HEADBUTT_FAST,FAMILY_CLEFAIRY,Clefairy,107,116,140,POKEMON_TYPE_FAIRY,Fairy,,,0.1,23,0.1,0.3,3.375,0.3125,1,0.15,1.25,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.25,0.75,0.45,0.675,0.5,Clefable,CLEFABLE,,,,50,,,Cleffa,CLEFFA,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Clefable,2.3333,0.6667,1.6667,1.8333,0,2.6667,1.3333,0,1.3,1.3,1,40,0.89,CLEFABLE,2353,Dazzling Gleam,DAZZLING_GLEAM,Psychic,PSYCHIC,Moonblast,MOONBLAST,Charge Beam Fast,CHARGE_BEAM_FAST,Zen Headbutt Fast,ZEN_HEADBUTT_FAST,FAMILY_CLEFAIRY,Clefairy,178,171,190,POKEMON_TYPE_FAIRY,Fairy,,,0.1,11,0.06,0.1,5.4234376,0.445,1,0.15,1.25,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.25,0.75,0.712,1.1681,0.5,,,,,,,BUDDY_BIG,Big,Clefairy,CLEFAIRY,50,Cleffa,CLEFFA,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Vulpix,1.6667,0.6667,1.6667,1.6,0,2,1.3333,2.2,0.6,0.58,3,9.9,1.26,VULPIX,774,Body Slam,BODY_SLAM,Flamethrower,FLAMETHROWER,Flame Charge,FLAME_CHARGE,Quick Attack Fast,QUICK_ATTACK_FAST,Ember Fast,EMBER_FAST,FAMILY_VULPIX,Vulpix,96,122,76,POKEMON_TYPE_FIRE,Fire,,,0.1,29,0.1,0.3,4,0.315,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.25,0.75,0.4,0.8505,0.5,Ninetales,NINETALES,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Ninetales,2.6667,0.6667,2,2,0,2.1667,2,2,1.1,1.11,3,19.9,0.96,NINETALES,2157,Heat Wave,HEAT_WAVE,Overheat,OVERHEAT,Solar Beam,SOLAR_BEAM,Feint Attack Fast,FEINT_ATTACK_FAST,Fire Spin Fast,FIRE_SPIN_FAST,FAMILY_VULPIX,Vulpix,169,204,146,POKEMON_TYPE_FIRE,Fire,,,0.1,14,0.06,0.1,4.7,0.36,1,0.15,1.25,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.25,0.75,0.65,1.296,0.5,,,,,,,BUDDY_BIG,Big,Vulpix,VULPIX,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Jigglypuff,2.6667,0.6667,1.6667,3.6667,0,2.6667,1.6667,2,0.5,0.56,1,5.5,1.28,JIGGLYPUFF,713,Disarming Voice,DISARMING_VOICE,Gyro Ball,GYRO_BALL,Dazzling Gleam,DAZZLING_GLEAM,Pound Fast,POUND_FAST,Feint Attack Fast,FEINT_ATTACK_FAST,FAMILY_JIGGLYPUFF,Jigglypuff,80,44,230,POKEMON_TYPE_NORMAL,Normal,POKEMON_TYPE_FAIRY,Fairy,0.1,29,0.1,0.5,3.84,0.32,1,0.15,3,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.25,0.75,0.4,0.768,0.5,Wigglytuff,WIGGLYTUFF,,,,50,,,Igglybuff,IGGLYBUFF,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Wigglytuff,1.6667,0.6667,1.6333,1.8333,0,1.8333,2,0,1,1.3,1,12,0.89,WIGGLYTUFF,1906,Dazzling Gleam,DAZZLING_GLEAM,Hyper Beam,HYPER_BEAM,Play Rough,PLAY_ROUGH,Pound Fast,POUND_FAST,Feint Attack Fast,FEINT_ATTACK_FAST,FAMILY_JIGGLYPUFF,Jigglypuff,156,93,280,POKEMON_TYPE_NORMAL,Normal,POKEMON_TYPE_FAIRY,Fairy,0.1,11,0.06,0.2,4.5890627,0.356,1,0.15,1.25,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.25,0.75,0.5,1.0013,0.4,,,,,,,BUDDY_BIG,Big,Jigglypuff,JIGGLYPUFF,50,Igglybuff,IGGLYBUFF,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Zubat,1.3333,0.6667,1.3333,0.6667,0,1.5,1.3333,0,0.8,0.85,1,7.5,1.07,ZUBAT,569,Poison Fang,POISON_FANG,Air Cutter,AIR_CUTTER,Swift,SWIFT,Quick Attack Fast,QUICK_ATTACK_FAST,Bite Fast,BITE_FAST,FAMILY_ZUBAT,Zubat,83,76,80,POKEMON_TYPE_POISON,Poison,POKEMON_TYPE_FLYING,Flying,0.1,29,0.2,0.5,4.8150005,0.0535,0.25,0.2,1,1.6,0.2,Movement Electric,MOVEMENT_ELECTRIC,0.5,0.5,0.642,0.963,0.5,Golbat,GOLBAT,Crobat,CROBAT,100,25,BUDDY_FLYING,Flying,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Golbat,1.5,0.6667,1.3333,0.6667,0,2,2,0,1.6,1.95,1,55,0.71,GOLBAT,1830,Shadow Ball,SHADOW_BALL,Air Cutter,AIR_CUTTER,Poison Fang,POISON_FANG,Wing Attack Fast,WING_ATTACK_FAST,Bite Fast,BITE_FAST,FAMILY_ZUBAT,Zubat,161,153,150,POKEMON_TYPE_POISON,Poison,POKEMON_TYPE_FLYING,Flying,0.1,17,0.07,0.2,5,0.0355,1,0.15,1,1.6,0.2,Movement Flying,MOVEMENT_FLYING,0.5,0.5,1.25,1.5975,0.5,Crobat,CROBAT,,,,100,BUDDY_FLYING,Flying,Zubat,ZUBAT,25,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Oddish,1.4667,0.6667,1.6667,1.6667,0,2.5,1.6667,0,0.5,0.5,3,5.4,1.35,ODDISH,1069,Seed Bomb,SEED_BOMB,Sludge Bomb,SLUDGE_BOMB,Moonblast,MOONBLAST,Razor Leaf Fast,RAZOR_LEAF_FAST,Acid Fast,ACID_FAST,FAMILY_ODDISH,Oddish,131,116,90,POKEMON_TYPE_GRASS,Grass,POKEMON_TYPE_POISON,Poison,0.1,29,0.15,0.6,3.0375004,0.2025,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.405,0.6075,0.5,Gloom,GLOOM,Vileplume,VILEPLUME,100,25,,,,,,,,,,,Bellossom,BELLOSSOM,100,ITEM_SUN_STONE,Sun Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Gloom,1.8333,0.6667,1.6667,1.6667,0,1.6667,1.2667,0,0.8,0.8,3,8.6,1.1,GLOOM,1512,Petal Blizzard,PETAL_BLIZZARD,Sludge Bomb,SLUDGE_BOMB,Moonblast,MOONBLAST,Razor Leaf Fast,RAZOR_LEAF_FAST,Acid Fast,ACID_FAST,FAMILY_ODDISH,Oddish,153,139,120,POKEMON_TYPE_GRASS,Grass,POKEMON_TYPE_POISON,Poison,0.1,23,0.07,0.3,3.7125,0.4125,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.495,0.7425,0.5,Vileplume,VILEPLUME,,,,100,,,Oddish,ODDISH,25,,,,,,,,,,,Bellossom,BELLOSSOM,100,ITEM_SUN_STONE,Sun Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Vileplume,2.1667,0.6667,1.6667,1.5,0,2.1667,0.9667,0,1.2,1.2,3,18.6,0.92,VILEPLUME,2367,Petal Blizzard,PETAL_BLIZZARD,Solar Beam,SOLAR_BEAM,Moonblast,MOONBLAST,Razor Leaf Fast,RAZOR_LEAF_FAST,Acid Fast,ACID_FAST,FAMILY_ODDISH,Oddish,202,170,150,POKEMON_TYPE_GRASS,Grass,POKEMON_TYPE_POISON,Poison,0.1,4,0.05,0.15,6.21,1.012,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.828,1.242,0.5,,,,,,,BUDDY_BIG,Big,Gloom,GLOOM,100,Oddish,ODDISH,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Paras,1.6667,0.6667,1.7667,1.6333,0,2.3333,1.3333,1.533333,0.3,0.43,3,5.4,1.28,PARAS,836,Cross Poison,CROSS_POISON,X Scissor,X_SCISSOR,Seed Bomb,SEED_BOMB,Scratch Fast,SCRATCH_FAST,Bug Bite Fast,BUG_BITE_FAST,FAMILY_PARAS,Paras,121,99,70,POKEMON_TYPE_BUG,Bug,POKEMON_TYPE_GRASS,Grass,0.1,10,0.15,0.4,2.88,0.192,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.384,0.576,0.5,Parasect,PARASECT,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Parasect,1.6667,0.6667,1.6667,1.8333,0,1.6667,2,0,1,0.97,3,29.5,1.01,PARASECT,1657,Cross Poison,CROSS_POISON,X Scissor,X_SCISSOR,Solar Beam,SOLAR_BEAM,Struggle Bug Fast,STRUGGLE_BUG_FAST,Fury Cutter Fast,FURY_CUTTER_FAST,FAMILY_PARAS,Paras,165,146,120,POKEMON_TYPE_BUG,Bug,POKEMON_TYPE_GRASS,Grass,0.1,6,0.07,0.2,4.734375,0.4545,1,0.15,1.25,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.6313,0.9469,0.5,,,,,,,,,Paras,PARAS,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Venonat,2,0.6667,1.6667,2,0,2,2,0,1,1.42,3,30,0.71,VENONAT,902,Poison Fang,POISON_FANG,Psybeam,PSYBEAM,Signal Beam,SIGNAL_BEAM,Bug Bite Fast,BUG_BITE_FAST,Confusion Fast,CONFUSION_FAST,FAMILY_VENONAT,Venonat,100,102,120,POKEMON_TYPE_BUG,Bug,POKEMON_TYPE_POISON,Poison,0.1,29,0.15,0.5,4.393125,0.6,1,0.15,1.25,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.5325,0.7988,0.5,Venomoth,VENOMOTH,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Venomoth,0,0.6,1.6667,0.6,0,2.1333,1.6,0,1.5,1.6,3,12.5,0.72,VENOMOTH,1937,Silver Wind,SILVER_WIND,Psychic,PSYCHIC,Bug Buzz,BUG_BUZZ,Infestation Fast,INFESTATION_FAST,Confusion Fast,CONFUSION_FAST,FAMILY_VENONAT,Venonat,179,150,140,POKEMON_TYPE_BUG,Bug,POKEMON_TYPE_POISON,Poison,0.1,17,0.07,0.2,4.32,0.36,1,0.15,1,1.6,0.2,Movement Flying,MOVEMENT_FLYING,0.5,0.5,1,0.864,0.5,,,,,,,BUDDY_FLYING,Flying,Venonat,VENONAT,50,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Diglett,1.4333,0.6667,2,0.8667,0,2.1667,1.3333,1.333333,0.2,0.2,3,0.8,2,DIGLETT,465,Dig,DIG,Mud Bomb,MUD_BOMB,Rock Tomb,ROCK_TOMB,Mud Slap Fast,MUD_SLAP_FAST,Scratch Fast,SCRATCH_FAST,FAMILY_DIGLETT,Diglett,109,88,20,POKEMON_TYPE_GROUND,Ground,,,0.1,10,0.1,0.5,2.25,0.16,1,,,1.6,0.2,,,0.5,0.5,0.15,0.45,0.5,Dugtrio,DUGTRIO,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Dugtrio,1.7333,0.6667,1.6667,0.9,0,2.1333,2,0,0.7,0.77,3,33.3,1.12,DUGTRIO,1333,Earthquake,EARTHQUAKE,Mud Bomb,MUD_BOMB,Stone Edge,STONE_EDGE,Sucker Punch Fast,SUCKER_PUNCH_FAST,Mud Slap Fast,MUD_SLAP_FAST,FAMILY_DIGLETT,Diglett,167,147,70,POKEMON_TYPE_GROUND,Ground,,,0.1,10,0.06,0.2,4.5,0.448,1,,,1.6,0.2,,,0.5,0.5,0.672,1.008,0.5,,,,,,,BUDDY_BIG,Big,Diglett,DIGLETT,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Meowth,2,0.6667,1.7333,1.5,0,2,1.4,2,0.4,0.4,3,4.2,1.6,MEOWTH,638,Night Slash,NIGHT_SLASH,Dark Pulse,DARK_PULSE,Foul Play,FOUL_PLAY,Scratch Fast,SCRATCH_FAST,Bite Fast,BITE_FAST,FAMILY_MEOWTH,Meowth,92,81,80,POKEMON_TYPE_NORMAL,Normal,,,0.1,10,0.15,0.5,3,0.128,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.2,0.6,0.5,Persian,PERSIAN,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Persian,2,0.6667,1.6667,1.8333,0,1.6667,1.6667,0,1,1.38,3,32,0.82,PERSIAN,1539,Foul Play,FOUL_PLAY,Power Gem,POWER_GEM,Play Rough,PLAY_ROUGH,Scratch Fast,SCRATCH_FAST,Feint Attack Fast,FEINT_ATTACK_FAST,FAMILY_MEOWTH,Meowth,150,139,130,POKEMON_TYPE_NORMAL,Normal,,,0.1,23,0.07,0.2,3.9975,0.328,1,0.15,1.25,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.8,0.7995,0.5,,,,,,,,,Meowth,MEOWTH,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Psyduck,1.8333,0.6667,1.6667,1.5,0,2.6,1.6667,0,0.8,0.9,3,19.6,0.97,PSYDUCK,966,Psybeam,PSYBEAM,Aqua Tail,AQUA_TAIL,Cross Chop,CROSS_CHOP,Water Gun Fast,WATER_GUN_FAST,Zen Headbutt Fast,ZEN_HEADBUTT_FAST,FAMILY_PSYDUCK,Psyduck,122,96,100,POKEMON_TYPE_WATER,Water,,,0.1,29,0.1,0.5,3.75,0.291,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.5,0.5456,0.5,Golduck,GOLDUCK,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Golduck,1.6667,0.6667,1.6667,1.6667,0,2,1.6667,0,1.7,1.4,3,76.6,0.93,GOLDUCK,2270,Psychic,PSYCHIC,Hydro Pump,HYDRO_PUMP,Ice Beam,ICE_BEAM,Water Gun Fast,WATER_GUN_FAST,Confusion Fast,CONFUSION_FAST,FAMILY_PSYDUCK,Psyduck,191,163,160,POKEMON_TYPE_WATER,Water,,,0.1,14,0.06,0.2,4.5,0.2325,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.465,0.9765,0.5,,,,,,,BUDDY_BIG,Big,Psyduck,PSYDUCK,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Mankey,1.5,0.6,1.3333,1.6333,0,1.9667,0.9333,0,0.5,0.55,3,28,1.29,MANKEY,1002,Cross Chop,CROSS_CHOP,Low Sweep,LOW_SWEEP,Brick Break,BRICK_BREAK,Karate Chop Fast,KARATE_CHOP_FAST,Scratch Fast,SCRATCH_FAST,FAMILY_MANKEY,Mankey,148,87,80,POKEMON_TYPE_FIGHTING,Fighting,,,0.2,10,0.1,0.5,3.628125,0.1935,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.4838,0.7256,0.5,Primeape,PRIMEAPE,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Primeape,1.3333,0.6667,1.5,1.3333,0,1.6667,1.3333,0,1,1.2,3,32,0.92,PRIMEAPE,2105,Close Combat,CLOSE_COMBAT,Low Sweep,LOW_SWEEP,Night Slash,NIGHT_SLASH,Low Kick Fast,LOW_KICK_FAST,Counter Fast,COUNTER_FAST,FAMILY_MANKEY,Mankey,207,144,130,POKEMON_TYPE_FIGHTING,Fighting,,,0.3,6,0.06,0.2,4.3125,0.46,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.7,0.69,0.5,,,,,,,BUDDY_BIG,Big,Mankey,MANKEY,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Growlithe,2.0333,0.6667,1.8,1.5,0,2.2667,0.8,1.8,0.7,0.7,3,19,1.17,GROWLITHE,1110,Flame Wheel,FLAME_WHEEL,Body Slam,BODY_SLAM,Flamethrower,FLAMETHROWER,Ember Fast,EMBER_FAST,Bite Fast,BITE_FAST,FAMILY_GROWLITHE,Growlithe,136,96,110,POKEMON_TYPE_FIRE,Fire,,,0.1,29,0.1,0.3,4.125,0.234,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.75,0.25,0.55,0.8775,0.5,Arcanine,ARCANINE,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Arcanine,2.1333,0.6667,1.7333,1.8333,0,1.8667,1.7333,2,1.9,2,3,155,0.74,ARCANINE,2839,Fire Blast,FIRE_BLAST,Wild Charge,WILD_CHARGE,Crunch,CRUNCH,Fire Fang Fast,FIRE_FANG_FAST,Snarl Fast,SNARL_FAST,FAMILY_GROWLITHE,Growlithe,227,166,180,POKEMON_TYPE_FIRE,Fire,,,0.1,11,0.06,0.1,5.55,0.7,1,0.15,1.25,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.75,0.25,1.25,0.999,0.5,,,,,,,BUDDY_BIG,Big,Growlithe,GROWLITHE,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Poliwag,1.6667,0.6667,2,1.5,0,1.6667,1.5,0,0.6,0.6,3,12.4,1.25,POLIWAG,695,Bubble Beam,BUBBLE_BEAM,Mud Bomb,MUD_BOMB,Body Slam,BODY_SLAM,Bubble Fast,BUBBLE_FAST,Mud Shot Fast,MUD_SHOT_FAST,FAMILY_POLIWAG,Poliwag,101,82,80,POKEMON_TYPE_WATER,Water,,,0.1,29,0.15,0.5,3.75,0.3125,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.5,0.75,0.5,Poliwhirl,POLIWHIRL,Poliwrath,POLIWRATH,100,25,,,,,,,,,,,Politoed,POLITOED,100,ITEM_KINGS_ROCK,Kings Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Poliwhirl,1.3333,0.6667,2.1667,1.5,0,2,1.3333,0,1,1.05,3,20,0.98,POLIWHIRL,1313,Water Pulse,WATER_PULSE,Mud Bomb,MUD_BOMB,Bubble Beam,BUBBLE_BEAM,Bubble Fast,BUBBLE_FAST,Mud Shot Fast,MUD_SHOT_FAST,FAMILY_POLIWAG,Poliwag,130,130,130,POKEMON_TYPE_WATER,Water,,,0.1,23,0.07,0.25,5.5125,0.49,1,0.15,0.8,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.735,1.1025,0.5,Poliwrath,POLIWRATH,,,,100,BUDDY_BIG,Big,Poliwag,POLIWAG,25,,,,,,,,,,,Politoed,POLITOED,100,ITEM_KINGS_ROCK,Kings Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
